id,parent_id/id,tax_ids/id,code,name,type,user_type/id,reconcile,note
pcg_6234,pcg_623,tva_acq_normale,6234,Cadeaux à la clientèle,Regular,account.data_account_type_expense,False,Attention déclaration DAS fin d'année
pcg_6235,pcg_623,tva_acq_normale,6235,Primes,Regular,account.data_account_type_expense,False,
pcg_6236,pcg_623,tva_acq_normale,6236,Catalogues et imprimés,Regular,account.data_account_type_expense,False,
pcg_6237,pcg_623,tva_acq_normale,6237,Publications,Regular,account.data_account_type_expense,False,
pcg_6238,pcg_623,tva_acq_normale,6238,"Divers (pourboires, dons courants...)",Regular,account.data_account_type_expense,False,
pcg_624,pcg_62,tva_normale,624,Transports de biens et transports collectifs du personnel,View,account.data_account_type_view,False,
pcg_6241,pcg_624,tva_acq_normale,6241,Transports sur achats,Regular,account.data_account_type_expense,False,
pcg_6242,pcg_624,tva_acq_normale,6242,Transports sur ventes,Regular,account.data_account_type_expense,False,
pcg_6243,pcg_624,tva_acq_normale,6243,Transports entre établissements ou chantiers,Regular,account.data_account_type_expense,False,
pcg_6244,pcg_624,tva_acq_normale,6244,Transports administratifs,Regular,account.data_account_type_expense,False,
pcg_6247,pcg_624,tva_acq_normale,6247,Transports collectifs du personnel,Regular,account.data_account_type_expense,False,
pcg_6248,pcg_624,tva_acq_normale,6248,Divers,Regular,account.data_account_type_expense,False,
pcg_625,pcg_62,,625,Déplacements missions et réceptions,View,account.data_account_type_view,False,
pcg_6251,pcg_625,,6251,Voyages et déplacements,Regular,account.data_account_type_expense,False,
pcg_6255,pcg_625,,6255,Frais de déménagement,Regular,account.data_account_type_expense,False,
pcg_6256,pcg_625,,6256,Missions,Regular,account.data_account_type_expense,False,
pcg_6257,pcg_625,,6257,Réceptions,Regular,account.data_account_type_expense,False,
pcg_626,pcg_62,,626,Frais postaux et frais de télécommunications,Regular,account.data_account_type_expense,False,
pcg_627,pcg_62,,627,Services bancaires et assimilés,View,account.data_account_type_view,False,"Frais de tenue de compte, etc"
pcg_6271,pcg_627,,6271,"Frais sur titres (achat, vente, garde)",Regular,account.data_account_type_expense,False,
pcg_6272,pcg_627,,6272,Commissions et frais sur émission d'emprunts,Regular,account.data_account_type_expense,False,
pcg_6275,pcg_627,,6275,Frais sur effets,Regular,account.data_account_type_expense,False,
pcg_6276,pcg_627,,6276,Location de coffres,Regular,account.data_account_type_expense,False,
pcg_6278,pcg_627,,6278,Autres frais et commissions sur prestations de services,Regular,account.data_account_type_expense,False,
pcg_628,pcg_62,,628,Divers,View,account.data_account_type_view,False,
pcg_6281,pcg_628,,6281,Concours divers (cotisations...),Regular,account.data_account_type_expense,False,
pcg_6284,pcg_628,,6284,Frais de recrutement de personnel,Regular,account.data_account_type_expense,False,
pcg_629,pcg_62,,629,"Rabais, remises et ristournes obtenus sur autres services extérieurs",Regular,account.data_account_type_expense,False,
pcg_63,pcg_Classe_6,,63,"Impôts, taxes et versements assimilés",View,account.data_account_type_view,False,
pcg_631,pcg_63,,631,"Impôts, taxes et versements assimilés sur rémunérations (administration des impôts) ",View,account.data_account_type_view,False,
pcg_6311,pcg_631,,6311,Taxe sur les salaires,Regular,account.data_account_type_expense,False,
pcg_6312,pcg_631,,6312,Taxe d'apprentissage,Regular,account.data_account_type_expense,False,
pcg_6313,pcg_631,,6313,Participation des employeurs à la formation professionnelle continue,Regular,account.data_account_type_expense,False,
pcg_6314,pcg_631,,6314,Cotisation pour défaut d'investissement obligatoire dans la construction,Regular,account.data_account_type_expense,False,
pcg_6318,pcg_631,,6318,Autres,Regular,account.data_account_type_expense,False,
pcg_633,pcg_63,,633,"Impôts, taxes et versements assimilés sur rémunérations (autres organismes)",View,account.data_account_type_view,False,
pcg_6331,pcg_633,,6331,Versement de transport,Regular,account.data_account_type_expense,False,
pcg_6332,pcg_633,,6332,Allocation logement,Regular,account.data_account_type_expense,False,
pcg_6333,pcg_633,,6333,Participation des employeurs à la formation professionnelle continue,Regular,account.data_account_type_expense,False,
pcg_6334,pcg_633,,6334,Participation des employeurs à l'effort de construction,Regular,account.data_account_type_expense,False,
pcg_6335,pcg_633,,6335,Versements libératoires ouvrant droit à l'exonération de la taxe d'apprentissage,Regular,account.data_account_type_expense,False,
pcg_6338,pcg_633,,6338,Autres,Regular,account.data_account_type_expense,False,
pcg_635,pcg_63,,635,"Autres impôts, taxes et versements assimilés (administration des impôts)",View,account.data_account_type_view,False,
pcg_6351,pcg_635,,6351,Impôts directs (sauf impôts sur les bénéfices),View,account.data_account_type_view,False,
pcg_63511,pcg_6351,,63511,Taxe professionnelle,Regular,account.data_account_type_expense,False,
pcg_63512,pcg_6351,,63512,Taxes foncières,Regular,account.data_account_type_expense,False,
pcg_63513,pcg_6351,,63513,Autres impôts locaux,Regular,account.data_account_type_expense,False,
pcg_63514,pcg_6351,,63514,Taxe sur les véhicules des sociétés,Regular,account.data_account_type_expense,False,
pcg_6352,pcg_635,,6352,Taxes sur le chiffre d'affaires non récupérables ,Regular,account.data_account_type_expense,False,
pcg_6353,pcg_635,,6353,Impôts indirects,Regular,account.data_account_type_expense,False,
pcg_6354,pcg_635,,6354,Droits d'enregistrement et de timbre,View,account.data_account_type_view,False,
pcg_63541,pcg_6354,,63541,Droits de mutation,Regular,account.data_account_type_expense,False,
pcg_6358,pcg_635,,6358,Autres droits,Regular,account.data_account_type_expense,False,
pcg_637,pcg_63,,637,"Autres impôts, taxes et versements assimilés (autres organismes)",View,account.data_account_type_view,False,
pcg_6371,pcg_637,,6371,Contribution sociale de solidarité à la charge des sociétés,Regular,account.data_account_type_expense,False,
pcg_6372,pcg_637,,6372,Taxes perçues par les organismes publics internationaux,Regular,account.data_account_type_expense,False,
pcg_6374,pcg_637,,6374,Impôts et taxes exigibles à l'étranger,Regular,account.data_account_type_expense,False,
pcg_6378,pcg_637,,6378,Taxes diverses,Regular,account.data_account_type_expense,False,
pcg_64,pcg_Classe_6,,64,Charges de personnel,View,account.data_account_type_view,False,
pcg_641,pcg_64,,641,Rémunérations du personnel,View,account.data_account_type_view,False,
pcg_6411,pcg_641,,6411,Salaires et appointements,Regular,account.data_account_type_expense,False,
pcg_6412,pcg_641,,6412,Congés payés,Regular,account.data_account_type_expense,False,
pcg_6413,pcg_641,,6413,Primes et gratifications,Regular,account.data_account_type_expense,False,
pcg_6414,pcg_641,,6414,Indemnités et avantages divers,Regular,account.data_account_type_expense,False,
pcg_6415,pcg_641,,6415,Supplément familial,Regular,account.data_account_type_expense,False,
pcg_644,pcg_64,,644,Rémunération du travail de l'exploitant,Regular,account.data_account_type_expense,False,
pcg_645,pcg_64,,645,Charges de Sécurité sociale et de prévoyance,View,account.data_account_type_view,False,
pcg_6451,pcg_645,,6451,Cotisations à l'URSSAF,Regular,account.data_account_type_expense,False,
pcg_6452,pcg_645,,6452,Cotisations aux mutuelles,Regular,account.data_account_type_expense,False,
pcg_6453,pcg_645,,6453,Cotisations aux caisses de retraites,Regular,account.data_account_type_expense,False,
pcg_6454,pcg_645,,6454,Cotisations aux ASSEDIC,Regular,account.data_account_type_expense,False,
pcg_6458,pcg_645,,6458,Cotisations aux autres organismes sociaux,Regular,account.data_account_type_expense,False,
pcg_646,pcg_64,,646,Cotisations sociales personnelles de l'exploitant,Regular,account.data_account_type_expense,False,
pcg_647,pcg_64,,647,Autres charges sociales,View,account.data_account_type_view,False,
pcg_6471,pcg_647,,6471,Prestations directes,Regular,account.data_account_type_expense,False,
pcg_6472,pcg_647,,6472,Versements aux comités d'entreprise et d'établissement,Regular,account.data_account_type_expense,False,
pcg_6473,pcg_647,,6473,Versements aux comités d'hygiène et de sécurité,Regular,account.data_account_type_expense,False,
pcg_6474,pcg_647,,6474,Versements aux autres oeuvres sociales,Regular,account.data_account_type_expense,False,
pcg_6475,pcg_647,,6475,Médecine du travail pharmacie,Regular,account.data_account_type_expense,False,
pcg_648,pcg_64,,648,Autres charges de personnel,Regular,account.data_account_type_expense,False,
pcg_65,pcg_Classe_6,,65,Autres charges de gestion courante,View,account.data_account_type_view,False,
pcg_651,pcg_65,,651,"Redevances pour concessions, brevets, licences, marques, procédés, logiciels, droits et valeurs similaires",View,account.data_account_type_view,False,
pcg_6511,pcg_651,,6511,"Redevances pour concessions brevets, licences, marques, procédés, logiciels ",Regular,account.data_account_type_expense,False,
pcg_6516,pcg_651,,6516,Droits d'auteur et de reproduction,Regular,account.data_account_type_expense,False,
pcg_6518,pcg_651,,6518,Autres droits et valeurs similaires,Regular,account.data_account_type_expense,False,
pcg_653,pcg_65,,653,Jetons de présence,Regular,account.data_account_type_expense,False,
pcg_654,pcg_65,,654,Pertes sur créances irrécouvrables,View,account.data_account_type_view,False,Faire et conserver les relances et mises en demeures
pcg_6541,pcg_654,,6541,Créances de l'exercice,Regular,account.data_account_type_expense,False,
pcg_6544,pcg_654,,6544,Créances des exercices antérieurs,Regular,account.data_account_type_expense,False,
pcg_655,pcg_65,,655,Quotes-parts de résultat sur opérations faites en commun,View,account.data_account_type_view,False,
pcg_6551,pcg_655,,6551,Quote-part de bénéfice transférée (comptabilité du gérant),Regular,account.data_account_type_expense,False,
pcg_6555,pcg_655,,6555,Quote-part de perte supportée (comptabilité des associés non gérants),Regular,account.data_account_type_expense,False,
pcg_658,pcg_65,,658,Charges diverses de gestion courante,Regular,account.data_account_type_expense,False,
pcg_66,pcg_Classe_6,,66,Charges financières,View,account.data_account_type_view,False,Dont les intérêts d'emprunt
pcg_661,pcg_66,,661,Charges d'intérêt,View,account.data_account_type_view,False,
pcg_6611,pcg_661,,6611,Intérêts des emprunts et dettes,View,account.data_account_type_view,False,
pcg_66116,pcg_6611,,66116,Intérêts des emprunts et dettes assimilées,Regular,account.data_account_type_expense,False,
pcg_66117,pcg_6611,,66117,Intérêts des dettes rattachées à des participations,Regular,account.data_account_type_expense,False,
pcg_6615,pcg_661,,6615,Intérêts des comptes courants et des dépôts créditeurs,Regular,account.data_account_type_expense,False,
pcg_6616,pcg_661,,6616,"Intérêts bancaires et sur opérations de financement (escompte, ...)",Regular,account.data_account_type_expense,False,
pcg_6617,pcg_661,,6617,Intérêts des obligations cautionnées,Regular,account.data_account_type_expense,False,
pcg_6618,pcg_661,,6618,Intérêts des autres dettes,View,account.data_account_type_view,False,
pcg_66181,pcg_6618,,66181,Intérêts des dettes commerciales,Regular,account.data_account_type_expense,False,
pcg_66188,pcg_6618,,66188,Intérêts des dettes diverses,Regular,account.data_account_type_expense,False,
pcg_664,pcg_66,,664,Pertes sur créances liées à des participations,Regular,account.data_account_type_expense,False,
pcg_665,pcg_66,,665,Escomptes accordés,Regular,account.data_account_type_expense,False,
pcg_666,pcg_66,,666,Pertes de change,Regular,account.data_account_type_expense,False,
pcg_667,pcg_66,,667,Charges nettes sur cessions de valeurs mobilières de placement,Regular,account.data_account_type_expense,False,(contrepartie 767)
pcg_668,pcg_66,,668,Autres charges financières,Regular,account.data_account_type_expense,False,
pcg_67,pcg_Classe_6,,67,Charges exceptionnelles,View,account.data_account_type_view,False,
pcg_671,pcg_67,,671,Charges exceptionnelles sur opérations de gestion,View,account.data_account_type_view,False,
pcg_6711,pcg_671,,6711,Pénalités sur marchés (et dédits payés sur achats et ventes),Regular,account.data_account_type_expense,False,
pcg_6712,pcg_671,,6712,"Pénalités, amendes fiscales et pénales ",Regular,account.data_account_type_expense,False,PV code de la route non déductibles
pcg_6713,pcg_671,,6713,"Dons, libéralités",Regular,account.data_account_type_expense,False,
pcg_6714,pcg_671,,6714,Créances devenues irrécouvrables dans l'exercice,Regular,account.data_account_type_expense,False,
pcg_6715,pcg_671,,6715,Subventions accordées,Regular,account.data_account_type_expense,False,
pcg_6717,pcg_671,,6717,Rappels d'impôts (autres qu'impôts sur les bénéfices),Regular,account.data_account_type_expense,False,
pcg_6718,pcg_671,,6718,Autres charges exceptionnelles sur opération de gestion,Regular,account.data_account_type_expense,False,
pcg_672,pcg_67,,672,Charges sur exercices antérieurs (en cours d'exercice seulement),Regular,account.data_account_type_expense,False,
pcg_675,pcg_67,,675,Valeurs comptables des éléments d'actif cédés,View,account.data_account_type_view,False,Vente d'immobilisation = (Valeur d'origine - amortissements) (contrepartie 775)
pcg_6751,pcg_675,,6751,Immobilisations incorporelles,Regular,account.data_account_type_expense,False,
pcg_6752,pcg_675,,6752,Immobilisations corporelles,Regular,account.data_account_type_expense,False,
